loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_default
22000,22000,60,11.49,483.73,B,B5,3 years,MORTGAGE,60000,Not Verified,01-08-2016,Fully Paid,debt_consolidation,GA,33.29,0,715,719,16,0,34764,57.7,25,0
6000,6000,36,17.77,216.23,D,D1,8 years,OWN,35500,Verified,01-04-2013,Fully Paid,debt_consolidation,PA,23.19,0,665,669,10,0,5483,99.7,37,0
15325,15325,60,26.99,467.87,F,F3,10+ years,MORTGAGE,65000,Source Verified,01-07-2016,Fully Paid,debt_consolidation,NY,34.99,0,735,739,12,0,17430,34.9,13,0
12600,12600,36,8.39,397.11,A,A5,8 years,MORTGAGE,96011,Not Verified,01-10-2014,Fully Paid,debt_consolidation,MD,11.56,2,685,689,9,0,20033,146.1,22,0
25000,25000,36,11.67,826.43,B,B4,10+ years,MORTGAGE,96000,Source Verified,01-07-2014,Fully Paid,debt_consolidation,FL,23.93,1,730,734,10,0,21807,35.7,26,0
22750,22750,60,20.99,615.34,E,E5,7 years,MORTGAGE,68000,Verified,01-07-2015,Fully Paid,debt_consolidation,NY,19.43,0,660,664,13,0,16291,57.8,47,0
11200,11200,36,11.49,369.28,B,B5,10+ years,RENT,89945,Not Verified,01-11-2015,Fully Paid,debt_consolidation,CA,15.78,0,705,709,8,0,3075,31.4,32,0
10000,10000,60,15.61,241.12,D,D1,Unknown,RENT,25932,Verified,01-09-2015,Charged Off,debt_consolidation,NJ,31,0,660,664,6,0,11073,60.5,9,1
19200,19200,60,14.31,449.85,C,C4,10+ years,MORTGAGE,61000,Verified,01-01-2015,Fully Paid,debt_consolidation,CA,17.67,1,660,664,12,0,22324,89.5,15,0
12800,12800,36,11.44,421.73,B,B4,4 years,MORTGAGE,48000,Not Verified,01-01-2017,Fully Paid,home_improvement,NY,29.9,0,695,699,15,0,30745,59.5,36,0
16000,16000,60,17.99,406.21,E,E1,4 years,MORTGAGE,40000,Not Verified,01-08-2011,Fully Paid,home_improvement,MI,13.53,0,680,684,9,1,13854,45.6,25,0
18000,18000,36,14.49,619.49,C,C4,7 years,RENT,62417,Verified,01-07-2014,Fully Paid,other,NY,28.48,0,700,704,26,0,11761,27.1,38,0
35000,35000,36,10.56,1138.58,B,B3,10+ years,MORTGAGE,171000,Verified,01-05-2018,Charged Off,credit_card,CA,11.9,0,680,684,26,0,131656,37.7,46,1
8000,8000,36,7.97,250.59,A,A5,6 years,RENT,48000,Source Verified,01-02-2018,Fully Paid,debt_consolidation,MO,7.68,0,715,719,10,0,16275,21.1,12,0
6000,6000,36,5.32,180.69,A,A1,Unknown,MORTGAGE,68000,Verified,01-03-2017,Fully Paid,home_improvement,CA,14.85,0,685,689,18,0,19299,23.4,44,0
30000,30000,36,8.18,942.59,B,B1,4 years,RENT,135876,Verified,01-10-2015,Fully Paid,debt_consolidation,TX,15.14,0,730,734,5,0,38339,96.6,11,0
14400,14400,36,14.35,494.61,C,C4,< 1 year,RENT,76000,Source Verified,01-08-2010,Fully Paid,debt_consolidation,IL,8.02,0,695,699,5,0,13017,85.2,7,0
12000,12000,36,5.32,361.38,A,A1,10+ years,MORTGAGE,145000,Not Verified,01-03-2016,Fully Paid,credit_card,FL,14.62,0,775,779,18,0,10985,22.2,56,0
4000,4000,36,10.49,130,B,B3,< 1 year,RENT,60000,Source Verified,01-09-2016,Fully Paid,credit_card,TX,17.36,0,770,774,18,0,3433,11,21,0
29400,29400,60,10.15,626.84,B,B2,5 years,MORTGAGE,96000,Source Verified,01-08-2014,Fully Paid,debt_consolidation,MA,14.01,0,725,729,10,0,22910,51,13,0
11000,11000,36,11.99,365.31,B,B5,4 years,OWN,39000,Not Verified,01-06-2017,Fully Paid,debt_consolidation,GA,28.4,0,760,764,12,0,11018,13.8,35,0
10000,10000,36,21.45,379.07,D,D5,Unknown,MORTGAGE,55000,Verified,01-09-2017,Fully Paid,home_improvement,NY,8.14,3,690,694,8,0,10739,50.8,12,0
18000,18000,36,10.15,582.08,B,B2,10+ years,MORTGAGE,90000,Not Verified,01-10-2014,Fully Paid,credit_card,GA,8.83,0,690,694,6,0,8980,59.9,20,0
16000,16000,60,10.75,345.89,B,B4,9 years,MORTGAGE,51796,Not Verified,01-05-2016,Fully Paid,debt_consolidation,OK,21.55,0,740,744,8,0,15037,54.5,27,0
14975,14975,36,10.15,484.26,B,B2,10+ years,RENT,52000,Source Verified,01-05-2014,Fully Paid,credit_card,NY,12.3,0,660,664,6,1,2363,21.3,16,0
5000,5000,36,14.49,172.09,C,C4,1 year,RENT,33000,Verified,01-10-2014,Charged Off,debt_consolidation,NY,23.85,0,735,739,12,0,3675,18.2,13,1
16000,16000,60,12.99,363.97,C,C1,10+ years,MORTGAGE,69390,Verified,01-07-2011,Fully Paid,debt_consolidation,TX,19.94,0,715,719,18,0,11100,23.7,27,0
10000,10000,36,12.79,335.93,C,C1,2 years,RENT,60000,Source Verified,01-10-2016,Fully Paid,credit_card,MD,17.46,3,670,674,28,0,8517,45.8,29,0
13725,13725,36,16.99,489.27,D,D3,9 years,RENT,52000,Source Verified,01-07-2015,Fully Paid,debt_consolidation,RI,27.14,0,680,684,6,0,4841,53.8,21,0
13000,13000,36,10.99,425.55,B,B4,< 1 year,RENT,75000,Source Verified,01-10-2015,Fully Paid,credit_card,CA,14.67,1,685,689,17,0,13251,34.2,31,0
1125,1125,36,19.72,41.65,D,D5,2 years,OWN,50000,Not Verified,01-04-2013,Fully Paid,major_purchase,GA,11.64,0,665,669,7,0,5223,58,13,0
6625,6625,36,23.13,256.91,F,F1,< 1 year,RENT,95000,Source Verified,01-04-2016,Fully Paid,home_improvement,MD,9.27,0,660,664,11,1,1999,95.2,18,0
10000,10000,36,13.66,340.13,C,C3,5 years,RENT,60000,Verified,01-12-2014,Charged Off,debt_consolidation,NY,25.74,0,675,679,9,0,7909,77.5,13,1
7000,7000,36,5.32,210.81,A,A1,6 years,MORTGAGE,56000,Verified,01-07-2017,Fully Paid,debt_consolidation,TN,20.2,0,740,744,8,0,2811,17.2,26,0
15000,15000,36,10.64,488.53,B,B2,10+ years,MORTGAGE,92700,Verified,01-09-2013,Fully Paid,credit_card,GA,20.92,0,690,694,11,0,12678,78.7,27,0
15000,15000,36,7.99,469.98,A,A5,10+ years,MORTGAGE,235000,Source Verified,01-02-2017,Fully Paid,credit_card,CA,25.73,0,695,699,23,0,115645,83,52,0
13475,13475,60,24.5,391.57,F,F3,7 years,MORTGAGE,45000,Not Verified,01-06-2014,Charged Off,debt_consolidation,CA,11.79,1,660,664,11,0,9495,55.2,46,1
3600,3600,36,15.61,125.88,D,D1,10+ years,MORTGAGE,75000,Not Verified,01-09-2014,Fully Paid,debt_consolidation,OH,9.7,2,665,669,4,0,698,69.8,17,0
6400,6400,36,9.32,204.46,A,A4,< 1 year,RENT,31224,Verified,01-06-2009,Fully Paid,debt_consolidation,NV,23.83,0,735,739,9,0,6729,64.7,17,0
24000,24000,36,8.39,756.4,A,A5,9 years,RENT,91000,Source Verified,01-08-2014,Fully Paid,debt_consolidation,CA,11.66,0,695,699,6,0,19664,98.3,19,0
4000,4000,36,15.05,138.76,C,C4,10+ years,MORTGAGE,105800,Not Verified,01-09-2017,Fully Paid,vacation,HI,21.35,0,690,694,11,0,26117,71.2,36,0
10650,10650,36,9.17,339.52,B,B2,Unknown,MORTGAGE,40350,Source Verified,01-08-2015,Fully Paid,debt_consolidation,NC,15.79,0,775,779,8,0,19782,43.7,18,0
8000,8000,36,7.49,248.82,A,A4,< 1 year,RENT,94500,Verified,01-01-2015,Fully Paid,credit_card,SC,0.32,2,710,714,5,0,182,2.5,30,0
12000,12000,60,11.22,262.23,B,B5,9 years,RENT,53000,Not Verified,01-12-2015,Fully Paid,debt_consolidation,AZ,25.41,0,700,704,11,0,8279,57.1,29,0
12000,12000,36,7.07,370.91,A,A2,10+ years,RENT,44000,Not Verified,01-07-2017,Fully Paid,debt_consolidation,CO,13.01,0,790,794,9,0,6126,23.5,11,0
24000,24000,60,13.99,558.32,C,C3,10+ years,OWN,81000,Verified,01-08-2016,Fully Paid,debt_consolidation,TX,21.63,1,660,664,18,0,5480,16,57,0
17500,17500,36,10.99,572.85,B,B4,1 year,MORTGAGE,54000,Not Verified,01-07-2015,Fully Paid,debt_consolidation,TX,27.56,0,700,704,24,0,17650,37.4,42,0
20000,20000,36,12.99,673.79,B,B4,2 years,MORTGAGE,154000,Verified,01-10-2013,Fully Paid,debt_consolidation,PA,6.41,0,690,694,8,0,19558,83.6,24,0
18000,18000,36,6.49,551.61,A,A2,10+ years,MORTGAGE,45000,Verified,01-06-2014,Charged Off,debt_consolidation,MT,16.88,0,725,729,9,0,5720,25.4,48,1
36000,36000,36,7.24,1115.54,A,A3,5 years,RENT,92400,Source Verified,01-04-2017,Fully Paid,credit_card,CA,16.17,0,735,739,12,0,10942,21.2,22,0
12000,12000,36,6.89,369.93,A,A3,10+ years,MORTGAGE,80000,Not Verified,01-09-2015,Fully Paid,credit_card,MN,23.48,0,835,839,10,0,96678,9.4,18,0
5000,5000,36,22.15,191.35,E,E5,3 years,RENT,34000,Verified,01-08-2014,Charged Off,other,CA,32.37,0,665,669,7,1,1606,30.3,20,1
2000,2000,36,18.99,73.31,E,E1,10+ years,RENT,81000,Not Verified,01-10-2014,Fully Paid,home_improvement,GA,15.47,1,660,664,10,3,13117,75,28,0
8000,8000,36,12.62,268.09,C,C1,Unknown,RENT,17650,Source Verified,01-09-2017,Fully Paid,debt_consolidation,VA,30.07,0,700,704,8,0,5359,47.4,39,0
14000,14000,60,23.13,395.72,F,F1,3 years,MORTGAGE,44750,Verified,01-02-2016,Fully Paid,debt_consolidation,OK,14.16,0,680,684,8,0,19895,67.2,27,0
10000,10000,36,9.44,320.05,B,B1,3 years,RENT,32000,Verified,01-01-2018,Fully Paid,debt_consolidation,NY,28.54,0,710,714,11,0,6729,30.2,17,0
12000,12000,36,8.18,377.04,B,B1,10+ years,MORTGAGE,72000,Source Verified,01-11-2015,Fully Paid,debt_consolidation,MD,32.95,1,685,689,11,0,18048,95,31,0
32925,32925,36,10.99,1077.77,B,B4,10+ years,OWN,450000,Verified,01-09-2015,Fully Paid,debt_consolidation,AR,13.04,0,710,714,12,0,22352,68.8,40,0
28000,28000,36,5.32,843.22,A,A1,10+ years,MORTGAGE,70000,Not Verified,01-08-2015,Fully Paid,debt_consolidation,CT,21.62,0,785,789,11,0,15340,25.3,51,0
10000,10000,36,9.67,321.13,B,B1,5 years,RENT,36864,Source Verified,01-01-2014,Fully Paid,debt_consolidation,LA,27.8,1,670,674,17,0,9551,51.1,25,0
20000,20000,36,6.49,612.89,A,A2,6 years,MORTGAGE,55000,Not Verified,01-12-2015,Fully Paid,debt_consolidation,TN,29.15,0,750,754,9,0,4851,23.8,23,0
4200,4200,36,11.49,138.48,B,B5,1 year,RENT,36000,Verified,01-11-2015,Fully Paid,major_purchase,FL,31.57,0,720,724,8,0,4035,54.5,9,0
3725,3725,36,7.97,116.68,A,A5,4 years,MORTGAGE,9318,Not Verified,01-12-2017,Fully Paid,major_purchase,VA,45.48,0,755,759,8,0,18574,30.4,13,0
1000,1000,36,13.67,34.02,C,C3,3 years,MORTGAGE,20000,Source Verified,01-02-2016,Fully Paid,other,OH,20.23,0,660,664,9,1,6465,55.3,13,0
16000,16000,36,12.12,532.35,B,B3,8 years,MORTGAGE,60000,Not Verified,01-03-2013,Fully Paid,credit_card,MO,27.7,0,690,694,24,0,19982,45.2,26,0
10000,10000,36,8.9,317.54,A,A5,6 years,MORTGAGE,60000,Verified,01-11-2013,Fully Paid,debt_consolidation,NV,10.96,0,740,744,19,0,12890,24.3,24,0
5000,5000,36,15.99,175.77,D,D2,3 years,RENT,70000,Source Verified,01-08-2011,Fully Paid,debt_consolidation,TX,7.95,0,685,689,7,0,5781,99.7,17,0
8000,8000,36,13.35,270.91,C,C2,10+ years,MORTGAGE,70000,Not Verified,01-10-2014,Charged Off,debt_consolidation,CA,14.86,0,665,669,13,0,15787,90.7,21,1
8000,8000,36,6.49,245.16,A,A2,< 1 year,RENT,40000,Not Verified,01-01-2016,Fully Paid,debt_consolidation,NY,17.23,0,715,719,17,2,9217,21.7,20,0
20000,20000,60,13.99,465.27,C,C4,5 years,RENT,50000,Source Verified,01-07-2015,Fully Paid,debt_consolidation,TX,32.75,0,685,689,11,1,2208,30.2,33,0
5500,5500,36,15.8,192.83,C,C3,10+ years,OWN,55000,Not Verified,01-03-2013,Fully Paid,credit_card,TX,21.6,0,685,689,13,0,16772,90.7,47,0
4500,4500,36,9.92,145.04,B,B2,< 1 year,RENT,30000,Source Verified,01-03-2018,Fully Paid,credit_card,CO,16.52,0,710,714,8,1,3522,14.5,15,0
10000,10000,60,12.74,226.21,C,C1,3 years,MORTGAGE,120000,Not Verified,01-01-2017,Fully Paid,home_improvement,AZ,15.2,0,695,699,10,0,16719,79.6,16,0
20000,20000,36,30.89,858.82,G,G3,8 years,OWN,125000,Source Verified,01-01-2017,Charged Off,debt_consolidation,CA,22.37,0,660,664,9,0,20387,98,14,1
24525,24525,36,13.66,834.17,C,C3,10+ years,MORTGAGE,56000,Verified,01-11-2014,Fully Paid,credit_card,WI,20.87,0,670,674,17,0,37394,82.4,38,0
28000,28000,60,17.57,704.49,D,D4,10+ years,MORTGAGE,120000,Source Verified,01-10-2015,Charged Off,debt_consolidation,KY,21.98,1,670,674,12,0,26884,80,22,1
26400,26400,60,21.45,720.91,D,D5,< 1 year,MORTGAGE,200000,Source Verified,01-01-2018,Charged Off,debt_consolidation,AL,12.26,0,710,714,20,0,25612,57.6,37,1
12000,12000,60,13.67,277.18,C,C3,4 years,OWN,61800,Not Verified,01-02-2016,Fully Paid,debt_consolidation,MA,16.37,0,685,689,9,0,6767,47.7,28,0
16000,16000,36,5.31,481.77,A,A1,Unknown,MORTGAGE,70000,Not Verified,01-03-2018,Fully Paid,major_purchase,MI,3.91,0,790,794,8,0,15487,19.3,21,0
10000,10000,36,7.9,312.91,A,A4,10+ years,MORTGAGE,94000,Verified,01-01-2013,Fully Paid,home_improvement,CA,9.05,0,730,734,16,1,12691,37.4,35,0
12000,12000,36,7.9,375.49,A,A4,5 years,RENT,80000,Not Verified,01-03-2014,Charged Off,debt_consolidation,OH,16.92,1,700,704,15,0,14182,63,29,1
24000,24000,60,21.49,655.92,D,D5,Unknown,MORTGAGE,85000,Verified,01-12-2016,Charged Off,debt_consolidation,TX,33.26,0,700,704,34,0,30984,46.4,48,1
35000,35000,36,11.14,1148.18,B,B2,4 years,MORTGAGE,100500,Verified,01-12-2012,Fully Paid,debt_consolidation,PA,23.75,0,730,734,21,0,15287,23.2,54,0
20000,20000,36,12.88,672.73,C,C2,10+ years,RENT,65000,Source Verified,01-12-2015,Fully Paid,debt_consolidation,FL,16.49,0,670,674,8,1,6711,83.9,18,0
9600,9600,60,13.61,221.44,C,C2,Unknown,RENT,91000,Verified,01-06-2010,Fully Paid,other,CA,10.25,0,710,714,7,0,6890,43.3,20,0
9600,9600,36,10.16,310.49,B,B1,3 years,RENT,53260,Not Verified,01-05-2013,Fully Paid,debt_consolidation,VA,16.76,0,705,709,5,1,9319,53.6,12,0
6400,6400,36,13.99,218.71,C,C4,Unknown,MORTGAGE,53904,Verified,01-10-2015,Charged Off,other,WA,33.79,0,680,684,9,2,17287,64.7,25,1
20900,20900,36,11.99,694.08,B,B5,10+ years,RENT,55000,Source Verified,01-11-2017,Charged Off,credit_card,OR,9.84,0,740,744,10,0,14690,35.2,33,1
22325,22325,60,21.99,616.47,E,E4,5 years,MORTGAGE,49774,Verified,01-04-2014,Fully Paid,debt_consolidation,NY,12.01,0,675,679,9,0,16385,94,13,0
35000,35000,60,24.99,1027.1,F,F4,8 years,MORTGAGE,98000,Verified,01-01-2015,Charged Off,debt_consolidation,OH,15.56,0,680,684,31,0,26590,85,64,1
5900,5900,36,13.49,200.19,C,C2,< 1 year,MORTGAGE,30000,Source Verified,01-06-2016,Fully Paid,debt_consolidation,NC,11.56,0,695,699,5,1,1563,14.9,6,0
1600,1600,36,20,59.47,D,D4,7 years,OWN,30888,Not Verified,01-12-2017,Fully Paid,debt_consolidation,KS,19.93,1,710,714,8,0,3444,21,11,0
40000,40000,36,7.89,1251.43,A,A5,< 1 year,MORTGAGE,250000,Verified,01-03-2016,Fully Paid,credit_card,TX,11.19,0,720,724,14,0,84939,69.4,30,0
20000,20000,36,17.57,718.75,D,D4,1 year,MORTGAGE,50000,Not Verified,01-07-2015,Fully Paid,debt_consolidation,OH,20.24,0,680,684,19,1,16147,36,36,0
14525,14525,36,21.48,550.82,E,E2,10+ years,RENT,40500,Not Verified,01-02-2014,Fully Paid,other,IL,12.62,0,680,684,2,0,8336,43.4,11,0
11000,11000,36,11.47,362.58,B,B5,8 years,RENT,40000,Verified,01-04-2016,Charged Off,debt_consolidation,CA,12.24,0,665,669,17,1,7771,48.6,21,1
3500,3500,36,10.49,113.75,B,B2,10+ years,MORTGAGE,54000,Not Verified,01-02-2017,Fully Paid,debt_consolidation,MN,21.91,0,690,694,8,0,47157,79,14,0
19500,19500,36,15.31,678.94,C,C5,6 years,MORTGAGE,181108,Source Verified,01-04-2016,Fully Paid,debt_consolidation,CO,13.66,0,695,699,21,0,45410,82.1,40,0
35000,35000,36,13.99,1196.05,C,C3,10+ years,RENT,127000,Verified,01-10-2016,Charged Off,debt_consolidation,WA,10.12,0,675,679,12,0,23062,83.3,26,1
24000,24000,36,15.05,832.56,C,C4,3 years,RENT,48000,Not Verified,01-11-2017,Fully Paid,debt_consolidation,MD,21.95,1,665,669,6,0,11014,94.1,15,0
5000,5000,36,7.97,156.62,A,A5,3 years,MORTGAGE,27000,Source Verified,01-11-2017,Fully Paid,debt_consolidation,LA,14.04,0,765,769,9,0,5100,20.6,19,0
21000,21000,60,19.99,556.26,E,E1,8 years,MORTGAGE,90000,Not Verified,01-04-2014,Fully Paid,debt_consolidation,NC,30.74,0,665,669,11,0,38486,96,33,0
15000,15000,36,9.67,481.69,B,B1,8 years,MORTGAGE,92000,Not Verified,01-11-2013,Fully Paid,debt_consolidation,NY,15.88,0,715,719,10,0,8159,74.2,30,0
35000,35000,60,19.99,927.1,E,E1,4 years,OWN,130000,Source Verified,01-04-2012,Fully Paid,major_purchase,SC,13.44,0,715,719,14,0,24927,35.8,25,0
10000,10000,36,9.17,318.79,B,B2,10+ years,MORTGAGE,44000,Source Verified,01-11-2015,Fully Paid,credit_card,OH,11.4,0,660,664,8,2,12967,47.8,26,0
23525,23525,60,15.41,564.74,D,D1,10+ years,MORTGAGE,69700,Not Verified,01-12-2015,Fully Paid,debt_consolidation,NC,36.43,0,770,774,12,0,15069,36.4,26,0
8975,8975,36,18.49,326.68,D,D2,2 years,RENT,25920,Source Verified,01-01-2013,Fully Paid,debt_consolidation,PA,29.77,0,660,664,15,0,9584,53.2,19,0
12000,12000,60,19.2,312.61,D,D3,10+ years,MORTGAGE,35000,Verified,01-11-2013,Fully Paid,debt_consolidation,CO,30.73,0,715,719,8,0,8795,48.3,20,0
10000,10000,60,18.45,256.39,D,D2,6 years,RENT,92500,Not Verified,01-05-2018,Fully Paid,credit_card,WI,6.93,0,660,664,4,0,9392,89.4,9,0
5600,5600,36,8.39,176.5,A,A5,9 years,RENT,142000,Not Verified,01-07-2014,Fully Paid,debt_consolidation,CA,4.36,0,690,694,10,0,4432,25.5,32,0
10000,10000,36,8.99,317.96,B,B1,5 years,MORTGAGE,85000,Not Verified,01-06-2016,Fully Paid,debt_consolidation,NC,19.36,0,730,734,33,0,22363,14.9,63,0
12400,12400,60,21.28,337.42,F,F2,7 years,RENT,50000,Source Verified,01-12-2011,Fully Paid,other,NY,15.77,1,660,664,13,0,4089,78.8,30,0
15000,15000,36,13.49,508.96,C,C2,5 years,RENT,80000,Verified,01-06-2016,Fully Paid,other,NJ,0.38,0,675,679,2,0,771,12.6,10,0
15000,15000,60,13.68,346.55,C,C1,10+ years,MORTGAGE,80000,Verified,01-07-2013,Fully Paid,debt_consolidation,IL,18.99,0,710,714,11,0,13216,74.2,22,0
12000,12000,36,16.99,427.78,D,D1,10+ years,MORTGAGE,62500,Source Verified,01-04-2017,Fully Paid,debt_consolidation,MA,28.07,1,710,714,16,0,18704,40,38,0
6000,6000,36,15.31,208.91,C,C2,10+ years,MORTGAGE,60000,Verified,01-05-2013,Fully Paid,debt_consolidation,OH,7.64,0,660,664,10,1,4539,64.8,28,0
24000,24000,36,9.17,765.1,B,B1,< 1 year,MORTGAGE,150000,Source Verified,01-10-2014,Fully Paid,debt_consolidation,TX,8.64,0,700,704,6,0,23502,61.7,20,0
18000,18000,60,12.99,409.47,C,C2,2 years,MORTGAGE,50000,Verified,01-06-2016,Fully Paid,home_improvement,WY,25.01,0,670,674,10,1,8516,37,35,0
10400,10400,60,15.31,249.12,C,C5,1 year,OWN,45000,Source Verified,01-05-2016,Fully Paid,debt_consolidation,NE,20.77,0,665,669,7,1,7352,70,22,0
30000,30000,60,11.99,667.19,B,B5,10+ years,RENT,145000,Verified,01-07-2017,Fully Paid,debt_consolidation,VA,14.36,1,700,704,13,0,16411,51.9,28,0
12000,12000,36,16.02,422.01,C,C5,3 years,RENT,60000,Verified,01-11-2017,Fully Paid,other,CA,36.9,0,660,664,26,0,15148,80.1,38,0
7450,7450,36,15.61,260.49,D,D1,6 years,RENT,57200,Not Verified,01-07-2015,Fully Paid,debt_consolidation,PA,16.49,0,660,664,6,0,10992,80.8,30,0
33000,33000,36,18.06,1194.03,D,D2,10+ years,OWN,85000,Not Verified,01-11-2017,Fully Paid,debt_consolidation,NJ,26.82,0,755,759,18,0,16709,23.4,29,0
4000,4000,36,6.03,121.75,A,A1,5 years,MORTGAGE,51000,Not Verified,01-09-2011,Fully Paid,car,VA,17.53,0,745,749,7,0,51992,71.7,15,0
17000,17000,36,16.99,606.02,D,D1,6 years,RENT,160000,Verified,01-11-2016,Charged Off,credit_card,PA,10.7,0,680,684,20,0,11258,52,36,1
12000,12000,60,15.31,287.44,C,C5,2 years,MORTGAGE,105000,Source Verified,01-06-2016,Charged Off,home_improvement,CO,21.93,0,710,714,21,0,17709,54.4,43,1
15000,15000,36,17.1,535.54,C,C5,10+ years,MORTGAGE,90000,Not Verified,01-09-2013,Fully Paid,debt_consolidation,AL,11.37,0,705,709,7,0,11922,91,12,0
7000,7000,36,7.35,217.27,A,A4,10+ years,RENT,66000,Source Verified,01-10-2017,Fully Paid,other,AL,0.45,0,680,684,10,2,450,2.8,16,0
15000,15000,36,10.9,490.38,B,B4,Unknown,MORTGAGE,43000,Not Verified,01-05-2018,Charged Off,credit_card,CO,9.98,0,680,684,7,0,12106,52.9,14,1
20000,14225,60,9.62,299.59,B,B3,6 years,RENT,55000,Source Verified,01-11-2010,Fully Paid,debt_consolidation,WA,7.79,0,730,734,9,0,21056,46.6,27,0
15000,15000,60,15.61,361.67,D,D1,< 1 year,RENT,34000,Source Verified,01-05-2015,Charged Off,credit_card,GA,33.6,0,705,709,7,0,5571,43.9,8,1
7000,7000,36,13.99,239.21,C,C4,10+ years,MORTGAGE,40000,Verified,01-05-2015,Fully Paid,debt_consolidation,SC,21.39,0,695,699,12,1,5746,50.8,35,0
32200,32200,36,11.49,1061.68,B,B5,2 years,OWN,78000,Verified,01-06-2016,Fully Paid,debt_consolidation,MN,20.08,6,675,679,29,0,28041,77,54,0
23700,23700,60,19.99,627.78,E,E3,3 years,RENT,62400,Source Verified,01-11-2014,Fully Paid,debt_consolidation,KY,25.22,0,695,699,11,0,18830,51.9,39,0
25000,25000,60,17.27,624.95,C,C5,6 years,MORTGAGE,75000,Verified,01-05-2013,Charged Off,debt_consolidation,AZ,19.73,0,675,679,7,0,34581,81.6,20,1
18000,18000,36,13.33,609.36,C,C3,2 years,RENT,100000,Source Verified,01-10-2015,Fully Paid,credit_card,TX,4.01,0,660,664,5,1,11363,79.5,11,0
15000,15000,36,10.99,491.01,B,B4,4 years,RENT,34618,Verified,01-11-2015,Fully Paid,credit_card,TX,26.18,0,685,689,7,0,6690,49.2,10,0
3000,3000,36,18.85,109.75,D,D3,5 years,MORTGAGE,52000,Not Verified,01-09-2013,Fully Paid,medical,NY,1.06,0,690,694,6,0,1214,21.3,19,0
2000,2000,36,9.43,64.01,B,B1,9 years,MORTGAGE,44000,Not Verified,01-04-2018,Fully Paid,debt_consolidation,TN,13.26,0,675,679,15,0,3254,22.3,19,0
4000,4000,36,10.49,130,B,B3,10+ years,MORTGAGE,95000,Source Verified,01-11-2014,Fully Paid,debt_consolidation,FL,13.14,0,665,669,12,2,13521,74.3,47,0
3275,3275,36,19.99,121.7,E,E1,Unknown,MORTGAGE,16000,Verified,01-03-2016,Charged Off,debt_consolidation,MO,3.83,0,660,664,4,1,1475,50.9,7,1
13250,13250,60,20.2,352.53,E,E3,7 years,RENT,39000,Not Verified,01-07-2014,Charged Off,debt_consolidation,WA,26.18,0,675,679,10,1,11430,56.6,33,1
5000,5000,36,12.99,168.45,C,C2,1 year,RENT,31000,Source Verified,01-02-2015,Fully Paid,debt_consolidation,AZ,25.32,0,675,679,9,0,5227,37.3,9,0
9600,9600,36,7.35,297.96,A,A4,8 years,MORTGAGE,120000,Source Verified,01-08-2017,Fully Paid,other,VA,4.58,0,700,704,7,0,10421,28.1,29,0
15000,15000,60,18.55,385.41,D,D2,10+ years,MORTGAGE,98000,Source Verified,01-11-2013,Fully Paid,credit_card,MI,15.92,0,695,699,10,0,18749,92.8,21,0
10000,10000,36,9.71,321.32,B,B1,5 years,MORTGAGE,100000,Not Verified,01-07-2013,Fully Paid,debt_consolidation,TX,10.96,1,670,674,15,0,11756,51.8,21,0
19150,19150,36,15.99,673.17,C,C5,Unknown,RENT,105000,Not Verified,01-01-2017,Charged Off,other,NJ,14.27,0,735,739,16,0,3207,34.5,18,1
12000,12000,60,17.86,303.81,D,D5,5 years,MORTGAGE,50000,Not Verified,01-07-2015,Charged Off,other,OH,19.4,0,680,684,11,0,22097,57.4,17,1
9675,9675,36,18.55,352.45,E,E2,10+ years,OWN,52000,Source Verified,01-09-2015,Charged Off,house,TX,36.51,0,670,674,12,1,1770,13,32,1
10000,10000,36,7.89,312.86,A,A5,< 1 year,RENT,80080,Source Verified,01-09-2015,Fully Paid,debt_consolidation,CO,23.1,0,705,709,17,0,10166,22.7,25,0
5400,5400,36,10.99,176.77,B,B4,3 years,RENT,45000,Source Verified,01-05-2015,Charged Off,debt_consolidation,NM,11.79,0,710,714,10,1,6020,36.5,26,1
6000,6000,36,12.49,200.7,B,B4,5 years,RENT,25000,Not Verified,01-03-2014,Fully Paid,credit_card,CA,10.99,0,670,674,7,0,5953,55,14,0
6000,6000,36,5.32,180.69,A,A1,Unknown,MORTGAGE,155000,Not Verified,01-05-2017,Fully Paid,car,FL,3.25,0,830,834,20,0,682,0.6,76,0
17500,17500,60,20.5,468.53,E,E1,10+ years,MORTGAGE,39000,Verified,01-12-2013,Fully Paid,debt_consolidation,TX,33.23,0,700,704,8,0,15681,59.6,15,0
14000,14000,60,13.49,322.07,C,C2,4 years,MORTGAGE,39000,Source Verified,01-06-2016,Fully Paid,debt_consolidation,AZ,28.25,1,690,694,11,0,13628,47.2,27,0
15600,15600,36,6.49,478.06,A,A2,7 years,OWN,140000,Not Verified,01-11-2014,Fully Paid,credit_card,TN,12.5,2,690,694,19,0,17628,89.5,55,0
